Trk,Song,Ragam,Thalam,Composer,Musician,ConcertFolder,FileName,RelativePath,Duration,MainArtist,Type,VocalSupport,Violin,Veena,Flute,Nagasvaram,Mridangam,Tavil,Khanjira,Ghatam,Morsing,Konnakkol,Dholak,Tabla,Narration,Date,Venue,Info,Comments
2,Paraloka Bhayamu,Mandari,Adi,Thyagaraja,RamnadKrishnan,Album-003,02-ParalokaBhayamu.mp3,RamnadKrishnan/Album-003/02-ParalokaBhayamu.mp3,0:09:29,Ramnad Krishnan,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Ramanathapuram C S Murugabhoopathi,,,?,,,,,,?-?-1960,"Music Academy, Madras",,
3,Raama Ika Nannu Brova Raadaa,Sahana,Rupaka,Patnam Subramania Iyer,RamnadKrishnan,Album-003,03-RaamaIkaNannuBrovaRaadaa.mp3,RamnadKrishnan/Album-003/03-RaamaIkaNannuBrovaRaadaa.mp3,0:07:29,Ramnad Krishnan,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Ramanathapuram C S Murugabhoopathi,,,?,,,,,,?-?-1960,"Music Academy, Madras",,
4,Yajnaadulu,Jayamanohari,Adi,Thyagaraja,RamnadKrishnan,Album-003,04-Yajnaadulu.mp3,RamnadKrishnan/Album-003/04-Yajnaadulu.mp3,0:06:25,Ramnad Krishnan,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Ramanathapuram C S Murugabhoopathi,,,?,,,,,,?-?-1960,"Music Academy, Madras",,
5,Enduku Nirdaya,Harikambhoji,Adi,Thyagaraja,RamnadKrishnan,Album-003,05-EndukuNirdaya.mp3,RamnadKrishnan/Album-003/05-EndukuNirdaya.mp3,0:23:04,Ramnad Krishnan,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Ramanathapuram C S Murugabhoopathi,,,?,,,,,,?-?-1960,"Music Academy, Madras",,
6,Kaarubaaru Seyuvaaru,Mukhari,Adi,Thyagaraja,RamnadKrishnan,Album-003,06-KaarubaaruSeyuvaaru.mp3,RamnadKrishnan/Album-003/06-KaarubaaruSeyuvaaru.mp3,0:24:25,Ramnad Krishnan,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Ramanathapuram C S Murugabhoopathi,,,?,,,,,,?-?-1960,"Music Academy, Madras",,
7,Marakatamanivarna,Varali,Adi,Thyagaraja,RamnadKrishnan,Album-003,07-Marakatamanivarna.mp3,RamnadKrishnan/Album-003/07-Marakatamanivarna.mp3,0:14:51,Ramnad Krishnan,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Ramanathapuram C S Murugabhoopathi,,,?,,,,,,?-?-1960,"Music Academy, Madras",,
8,Naadupai Palikeru,Madhyamavati,Khanda Chapu,Thyagaraja,RamnadKrishnan,Album-003,08-NaadupaiBalikeru.mp3,RamnadKrishnan/Album-003/08-NaadupaiBalikeru.mp3,0:08:53,Ramnad Krishnan,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Ramanathapuram C S Murugabhoopathi,,,?,,,,,,?-?-1960,"Music Academy, Madras",,
9,Abhimaanamennadu Galgu Raama,Begada,Adi,Patnam Subramania Iyer,RamnadKrishnan,Album-003,09-AbhimaanamennaduGalguRaama.mp3,RamnadKrishnan/Album-003/09-AbhimaanamennaduGalguRaama.mp3,0:31:42,Ramnad Krishnan,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Ramanathapuram C S Murugabhoopathi,,,?,,,,,,?-?-1960,"Music Academy, Madras",,
10,RTP,Bhairavi,Triputa,,RamnadKrishnan,Album-003,10a-RTP-Bhairavi.mp3,RamnadKrishnan/Album-003/10a-RTP-Bhairavi.mp3,0:20:35,Ramnad Krishnan,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Ramanathapuram C S Murugabhoopathi,,,?,,,,,,?-?-1960,"Music Academy, Madras",,
10,RTP,Bhairavi,Triputa,,RamnadKrishnan,Album-003,10b-RTP-Bhairavi.mp3,RamnadKrishnan/Album-003/10b-RTP-Bhairavi.mp3,0:11:30,Ramnad Krishnan,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Ramanathapuram C S Murugabhoopathi,,,?,,,,,,?-?-1960,"Music Academy, Madras",,
11,Modijesevelaraa,Khamas,Adi,Tiruppanandal Pattabhiramayya,RamnadKrishnan,Album-003,11-Modijesevelaraa.mp3,RamnadKrishnan/Album-003/11-Modijesevelaraa.mp3,0:01:42,Ramnad Krishnan,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Ramanathapuram C S Murugabhoopathi,,,?,,,,,,?-?-1960,"Music Academy, Madras",,
12,Slokam,Ragamalika,,,RamnadKrishnan,Album-003,12-Slokam.mp3,RamnadKrishnan/Album-003/12-Slokam.mp3,0:10:47,Ramnad Krishnan,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Ramanathapuram C S Murugabhoopathi,,,?,,,,,,?-?-1960,"Music Academy, Madras",,
13,Maayanai,Sree,Adi,Andal,RamnadKrishnan,Album-003,13-Maayanai.mp3,RamnadKrishnan/Album-003/13-Maayanai.mp3,0:01:15,Ramnad Krishnan,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Ramanathapuram C S Murugabhoopathi,,,?,,,,,,?-?-1960,"Music Academy, Madras",,
1,Dhanyudevvado,Malayamarutham,Adi,Patnam Subramania Iyer,RamnadKrishnan,Album-004,01-Dhanyudevvado.mp3,RamnadKrishnan/Album-004/01-Dhanyudevvado.mp3,0:10:20,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
2,Kaalaharanamelaraa,Suddhasaveri,Rupaka,Thyagaraja,RamnadKrishnan,Album-004,02-Kaalaharanamelaraa.mp3,RamnadKrishnan/Album-004/02-Kaalaharanamelaraa.mp3,0:21:02,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
3,Varamulosagi,Keeravani,Rupaka,Patnam Subramania Iyer,RamnadKrishnan,Album-004,03a-Varamulosagi.mp3,RamnadKrishnan/Album-004/03a-Varamulosagi.mp3,0:17:10,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
3,Varamulosagi,Keeravani,Rupaka,Patnam Subramania Iyer,RamnadKrishnan,Album-004,03b-Varamulosagi.mp3,RamnadKrishnan/Album-004/03b-Varamulosagi.mp3,0:20:22,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
4,Sree Maatrbhootam,Kannada,Misra Chapu,Muttusvami Dikshitar,RamnadKrishnan,Album-004,04-SreeMaatrbhootam.mp3,RamnadKrishnan/Album-004/04-SreeMaatrbhootam.mp3,0:05:18,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
5,Laavanya Raama,Poornashadjam,Rupaka,Thyagaraja,RamnadKrishnan,Album-004,05-LaavanyaRaama.mp3,RamnadKrishnan/Album-004/05-LaavanyaRaama.mp3,0:04:01,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
6,Sree Tulasamma Maa Inta,Devagandhari,Adi,Thyagaraja,RamnadKrishnan,Album-004,06-SreeTulasammaMaaInta.mp3,RamnadKrishnan/Album-004/06-SreeTulasammaMaaInta.mp3,0:03:06,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
7,Naareemani,Khamas,Adi,Dharmapuri Subbarayar,RamnadKrishnan,Album-004,07-Naareemani.mp3,RamnadKrishnan/Album-004/07-Naareemani.mp3,0:04:58,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
8,Smarasundaraanguni,Paras,Adi,Dharmapuri Subbarayar,RamnadKrishnan,Album-004,08-Smarasundaraanguni.mp3,RamnadKrishnan/Album-004/08-Smarasundaraanguni.mp3,0:04:11,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
9,RTP,Sreeranjani,Adi (Khanda),,RamnadKrishnan,Album-004,09-RTP-Sreeranjani.mp3,RamnadKrishnan/Album-004/09-RTP-Sreeranjani.mp3,0:25:24,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
10,Telisavagalalla,Bilahari,Adi,?,RamnadKrishnan,Album-004,10-Telisavagalalla.mp3,RamnadKrishnan/Album-004/10-Telisavagalalla.mp3,0:02:15,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
11,Slokam,Ragamalika,,,RamnadKrishnan,Album-004,11-Slokam.mp3,RamnadKrishnan/Album-004/11-Slokam.mp3,0:09:06,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
12,Maayanai,Sree,Adi,Andal,RamnadKrishnan,Album-004,12-Maayanai.mp3,RamnadKrishnan/Album-004/12-Maayanai.mp3,0:01:56,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
13,Kalaye Yasode,Suddhasarang,Adi,?,RamnadKrishnan,Album-004,13-KalayeYasode.mp3,RamnadKrishnan/Album-004/13-KalayeYasode.mp3,0:01:45,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
14,Govardhana Giridhara,Darbarikaanada,Adi,Narayana Teertha,RamnadKrishnan,Album-004,14-GovardhanaGiridhaara.mp3,RamnadKrishnan/Album-004/14-GovardhanaGiridhaara.mp3,0:03:45,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
15,Neenaamaroopamulaku,Saurashtram,Adi,Thyagaraja,RamnadKrishnan,Album-004,15-Neenaamaroopamulaku.mp3,RamnadKrishnan/Album-004/15-Neenaamaroopamulaku.mp3,0:00:52,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
1,Manasaa Etulortune,Malayamarutham,Rupaka,Thyagaraja,RamnadKrishnan,Album-005,1-ManasaaEtulortune.mp3,RamnadKrishnan/Album-005/1-ManasaaEtulortune.mp3,0:18:58,Ramnad Krishnan,Vocal,,T N Krishnan,,,,Palghat R Raghu,,,,,,,,,,,,
2,Kaarubaaru Seyuvaaru,Mukhari,Adi,Thyagaraja,RamnadKrishnan,Album-005,2-KaarubaaruSeyuvaaru.mp3,RamnadKrishnan/Album-005/2-KaarubaaruSeyuvaaru.mp3,0:19:40,Ramnad Krishnan,Vocal,,T N Krishnan,,,,Palghat R Raghu,,,,,,,,,,,,
3,Sari Evvare Maa Jaanaki,Sahana,Adi,Tirupati Narayanasvami,RamnadKrishnan,Album-005,3a-SariEvvareMaaJaanaki.mp3,RamnadKrishnan/Album-005/3a-SariEvvareMaaJaanaki.mp3,0:10:47,Ramnad Krishnan,Vocal,,T N Krishnan,,,,Palghat R Raghu,,,,,,,,,,,,
3,Sari Evvare Maa Jaanaki,Sahana,Adi,Tirupati Narayanasvami,RamnadKrishnan,Album-005,3b-SariEvvareMaaJaanaki.mp3,RamnadKrishnan/Album-005/3b-SariEvvareMaaJaanaki.mp3,0:10:20,Ramnad Krishnan,Vocal,,T N Krishnan,,,,Palghat R Raghu,,,,,,,,,,,,
4,Tyaagaraaja Yoga Vaibhavam,Anandabhairavi,Rupaka,Muttusvami Dikshitar,RamnadKrishnan,Album-005,4-TyaagaraajaYogaVaibhavam.mp3,RamnadKrishnan/Album-005/4-TyaagaraajaYogaVaibhavam.mp3,0:04:49,Ramnad Krishnan,Vocal,,T N Krishnan,,,,Palghat R Raghu,,,,,,,,,,,,
5,Raama Kathaa Sudhaarasa,Madhyamavati,Adi,Thyagaraja,RamnadKrishnan,Album-005,5-RaamaKathaaSudhaarasa.mp3,RamnadKrishnan/Album-005/5-RaamaKathaaSudhaarasa.mp3,0:25:00,Ramnad Krishnan,Vocal,,T N Krishnan,,,,Palghat R Raghu,,,,,,,,,,,,
6,Koniyaadina,Kambhoji,Adi,Veena Kuppayyar,RamnadKrishnan,Album-005,6a-Koniyaadina.mp3,RamnadKrishnan/Album-005/6a-Koniyaadina.mp3,0:10:50,Ramnad Krishnan,Vocal,,T N Krishnan,,,,Palghat R Raghu,,,,,,,,,,,,
6,Koniyaadina,Kambhoji,Adi,Veena Kuppayyar,RamnadKrishnan,Album-005,6b-Koniyaadina.mp3,RamnadKrishnan/Album-005/6b-Koniyaadina.mp3,0:10:34,Ramnad Krishnan,Vocal,,T N Krishnan,,,,Palghat R Raghu,,,,,,,,,,,,
7,Vaani Pondu,Kaanada,Rupaka,Dharmapuri Subbarayar,RamnadKrishnan,Album-005,7-VaaniPondu.mp3,RamnadKrishnan/Album-005/7-VaaniPondu.mp3,0:05:06,Ramnad Krishnan,Vocal,,T N Krishnan,,,,Palghat R Raghu,,,,,,,,,,,,
8,Maayammaayani,Ahiri,Adi,Syama Sastri,RamnadKrishnan,Album-005,8-Maayammaayani.mp3,RamnadKrishnan/Album-005/8-Maayammaayani.mp3,0:03:05,Ramnad Krishnan,Vocal,,T N Krishnan,,,,Palghat R Raghu,,,,,,,,,,,,
1,Yajnaadulu,Jayamanohari,Adi,Thyagaraja,RamnadKrishnan,Album-006,1-Yajnaadulu.mp3,RamnadKrishnan/Album-006/1-Yajnaadulu.mp3,0:11:18,Ramnad Krishnan,Vocal,,V Thyagarajan,,Dr T Viswanathan,,T Ranganathan,,,,,,,,,26-04-1968,USA,,
2,Enduku Nirdaya,Harikambhoji,Adi,Thyagaraja,RamnadKrishnan,Album-006,2-EndukuNirdaya.mp3,RamnadKrishnan/Album-006/2-EndukuNirdaya.mp3,0:23:08,Ramnad Krishnan,Vocal,,V Thyagarajan,,Dr T Viswanathan,,T Ranganathan,,,,,,,,,26-04-1968,USA,,
3,Bantureeti,Hamsanadam,Adi,Thyagaraja,RamnadKrishnan,Album-006,3-Bantureeti.mp3,RamnadKrishnan/Album-006/3-Bantureeti.mp3,0:11:04,Ramnad Krishnan,Vocal,,V Thyagarajan,,Dr T Viswanathan,,T Ranganathan,,,,,,,,,26-04-1968,USA,,
4,Kaligiyunte,Keeravani,Adi,Thyagaraja,RamnadKrishnan,Album-006,4a-Kaligiyunte.mp3,RamnadKrishnan/Album-006/4a-Kaligiyunte.mp3,0:10:50,Ramnad Krishnan,Vocal,,V Thyagarajan,,Dr T Viswanathan,,T Ranganathan,,,,,,,,,26-04-1968,USA,,
4,Kaligiyunte,Keeravani,Adi,Thyagaraja,RamnadKrishnan,Album-006,4b-Kaligiyunte.mp3,RamnadKrishnan/Album-006/4b-Kaligiyunte.mp3,0:06:27,Ramnad Krishnan,Vocal,,V Thyagarajan,,Dr T Viswanathan,,T Ranganathan,,,,,,,,,26-04-1968,USA,,
4,Kaligiyunte,Keeravani,Adi,Thyagaraja,RamnadKrishnan,Album-006,4c-Kaligiyunte.mp3,RamnadKrishnan/Album-006/4c-Kaligiyunte.mp3,0:20:36,Ramnad Krishnan,Vocal,,V Thyagarajan,,Dr T Viswanathan,,T Ranganathan,,,,,,,,,26-04-1968,USA,,
5,Samayamide Raa,Behag,Rupaka,Patnam Subramania Iyer,RamnadKrishnan,Album-006,5a-SamayamideRaa.mp3,RamnadKrishnan/Album-006/5a-SamayamideRaa.mp3,0:06:59,Ramnad Krishnan,Vocal,,V Thyagarajan,,Dr T Viswanathan,,T Ranganathan,,,,,,,,,26-04-1968,USA,,
5,Samayamide Raa,Behag,Rupaka,Patnam Subramania Iyer,RamnadKrishnan,Album-006,5b-SamayamideRaa.mp3,RamnadKrishnan/Album-006/5b-SamayamideRaa.mp3,0:00:57,Ramnad Krishnan,Vocal,,V Thyagarajan,,Dr T Viswanathan,,T Ranganathan,,,,,,,,,26-04-1968,USA,,
5,Samayamide Raa,Behag,Rupaka,Patnam Subramania Iyer,RamnadKrishnan,Album-006,5c-SamayamideRaa.mp3,RamnadKrishnan/Album-006/5c-SamayamideRaa.mp3,0:02:46,Ramnad Krishnan,Vocal,,V Thyagarajan,,Dr T Viswanathan,,T Ranganathan,,,,,,,,,26-04-1968,USA,,
6,Slokam,Ragamalika,,,RamnadKrishnan,Album-006,6a-Slokam.mp3,RamnadKrishnan/Album-006/6a-Slokam.mp3,0:12:07,Ramnad Krishnan,Vocal,,V Thyagarajan,,Dr T Viswanathan,,T Ranganathan,,,,,,,,,26-04-1968,USA,,
6,Slokam,Ragamalika,,,RamnadKrishnan,Album-006,6b-Slokam.mp3,RamnadKrishnan/Album-006/6b-Slokam.mp3,0:10:31,Ramnad Krishnan,Vocal,,V Thyagarajan,,Dr T Viswanathan,,T Ranganathan,,,,,,,,,26-04-1968,USA,,
7,Neenaamaroopamulaku,Saurashtram,Adi,Thyagaraja,RamnadKrishnan,Album-006,7-Neenaamaroopamulaku.mp3,RamnadKrishnan/Album-006/7-Neenaamaroopamulaku.mp3,0:00:49,Ramnad Krishnan,Vocal,,V Thyagarajan,,Dr T Viswanathan,,T Ranganathan,,,,,,,,,26-04-1968,USA,,
1,Intakante Kaavalena,Kannada,Rupaka,Patnam Subramania Iyer,RamnadKrishnan,Album-007,1-IntakanteKaavalena.mp3,RamnadKrishnan/Album-007/1-IntakanteKaavalena.mp3,0:03:04,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
2,Varamulosagi,Keeravani,Rupaka,Patnam Subramania Iyer,RamnadKrishnan,Album-007,2-Varamulosagi.mp3,RamnadKrishnan/Album-007/2-Varamulosagi.mp3,0:12:37,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
3,Paalinchu Kaamaakshi,Madhyamavati,Adi,Syama Sastri,RamnadKrishnan,Album-007,3-PaalinchuKaamaakshi.mp3,RamnadKrishnan/Album-007/3-PaalinchuKaamaakshi.mp3,0:16:01,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
4,RTP,Varali,Khanda Triputa,,RamnadKrishnan,Album-007,4a-RTP-Varali.mp3,RamnadKrishnan/Album-007/4a-RTP-Varali.mp3,0:09:30,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
4,RTP,Varali,Khanda Triputa,,RamnadKrishnan,Album-007,4b-RTP-Varali.mp3,RamnadKrishnan/Album-007/4b-RTP-Varali.mp3,0:07:20,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
1,Brova Samayamide Raamayya,Gaurimanohari,Adi,Garbhapurivasa,RamnadKrishnan,Album-009,1-BrovaSamayamideRaamayya.mp3,RamnadKrishnan/Album-009/1-BrovaSamayamideRaamayya.mp3,0:04:47,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
2,Mohana Raama,Mohanam,Adi,Thyagaraja,RamnadKrishnan,Album-009,2a-MohanaRaama.mp3,RamnadKrishnan/Album-009/2a-MohanaRaama.mp3,0:11:26,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
2,Mohana Raama,Mohanam,Adi,Thyagaraja,RamnadKrishnan,Album-009,2b-MohanaRaama.mp3,RamnadKrishnan/Album-009/2b-MohanaRaama.mp3,0:07:33,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
3,Sree Maatrbhootam,Kannada,Misra Chapu,Muttusvami Dikshitar,RamnadKrishnan,Album-009,3-SreeMaatrbhootam.mp3,RamnadKrishnan/Album-009/3-SreeMaatrbhootam.mp3,0:04:32,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
4,Biraanabrovaide,Kalyani,Adi (Tisra),Tarangampadi Panchanadha Iyer,RamnadKrishnan,Album-009,4a-Biraanabrovaide.mp3,RamnadKrishnan/Album-009/4a-Biraanabrovaide.mp3,0:11:01,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
4,Biraanabrovaide,Kalyani,Adi (Tisra),Tarangampadi Panchanadha Iyer,RamnadKrishnan,Album-009,4b-Biraanabrovaide.mp3,RamnadKrishnan/Album-009/4b-Biraanabrovaide.mp3,0:08:31,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
5,Vandarulvaai,Devamanohari,Adi,Papanasam Sivan,RamnadKrishnan,Album-009,5-Vandarulvaai.mp3,RamnadKrishnan/Album-009/5-Vandarulvaai.mp3,0:11:56,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
6,Bantureeti,Hamsanadam,Adi,Thyagaraja,RamnadKrishnan,Album-009,6-Bantureeti.mp3,RamnadKrishnan/Album-009/6-Bantureeti.mp3,0:03:59,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
7,Raama Nee Samaanamevaru,Kharaharapriya,Rupaka,Thyagaraja,RamnadKrishnan,Album-009,7a-RaamaNeeSamaanamevaru.mp3,RamnadKrishnan/Album-009/7a-RaamaNeeSamaanamevaru.mp3,0:10:37,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
7,Raama Nee Samaanamevaru,Kharaharapriya,Rupaka,Thyagaraja,RamnadKrishnan,Album-009,7b-RaamaNeeSamaanamevaru.mp3,RamnadKrishnan/Album-009/7b-RaamaNeeSamaanamevaru.mp3,0:07:02,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
8,Ragam,Varali,,,RamnadKrishnan,Album-009,8-Ragam.mp3,RamnadKrishnan/Album-009/8-Ragam.mp3,0:01:13,Ramnad Krishnan,Vocal,,,,,,,,,,,,,,,,,,
1,Ne Jesina Neramu,Poornachandrika,Adi,Patnam Subramania Iyer,RamnadKrishnan,Album-010,01-NeJesinaNeramu.mp3,RamnadKrishnan/Album-010/01-NeJesinaNeramu.mp3,0:07:55,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
2,Sugunamule,Chakravakam,Rupaka,Thyagaraja,RamnadKrishnan,Album-010,02a-Sugunamule.mp3,RamnadKrishnan/Album-010/02a-Sugunamule.mp3,0:08:20,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
2,Sugunamule,Chakravakam,Rupaka,Thyagaraja,RamnadKrishnan,Album-010,02b-Sugunamule.mp3,RamnadKrishnan/Album-010/02b-Sugunamule.mp3,0:04:16,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
3,Orajoopu,Kannadagaula,Adi,Thyagaraja,RamnadKrishnan,Album-010,03-Orajoopu.mp3,RamnadKrishnan/Album-010/03-Orajoopu.mp3,0:05:36,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
4,Meenaakshi Me Mudam Dehi,Poorvikalyani,Adi,Muttusvami Dikshitar,RamnadKrishnan,Album-010,04a-MeenaakshiMeMudamDehi.mp3,RamnadKrishnan/Album-010/04a-MeenaakshiMeMudamDehi.mp3,0:09:23,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
4,Meenaakshi Me Mudam Dehi,Poorvikalyani,Adi,Muttusvami Dikshitar,RamnadKrishnan,Album-010,04b-MeenaakshiMeMudamDehi.mp3,RamnadKrishnan/Album-010/04b-MeenaakshiMeMudamDehi.mp3,0:10:31,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
4,Meenaakshi Me Mudam Dehi,Poorvikalyani,Adi,Muttusvami Dikshitar,RamnadKrishnan,Album-010,04c-MeenaakshiMeMudamDehi.mp3,RamnadKrishnan/Album-010/04c-MeenaakshiMeMudamDehi.mp3,0:03:14,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
5,Nee Dayache Raama,Yadukulakambhoji,Adi,Thyagaraja,RamnadKrishnan,Album-010,05-NeeDayacheRaama.mp3,RamnadKrishnan/Album-010/05-NeeDayacheRaama.mp3,0:04:39,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
6,Mummoortulu,Atana,Adi,Thyagaraja,RamnadKrishnan,Album-010,06a-Mummoortulu.mp3,RamnadKrishnan/Album-010/06a-Mummoortulu.mp3,0:06:21,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
6,Mummoortulu,Atana,Adi,Thyagaraja,RamnadKrishnan,Album-010,06b-Mummoortulu.mp3,RamnadKrishnan/Album-010/06b-Mummoortulu.mp3,0:11:07,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
7,Ragam,Bhairavi,,,RamnadKrishnan,Album-010,07-Ragam.mp3,RamnadKrishnan/Album-010/07-Ragam.mp3,0:11:02,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
8,Raama Nee Samaanamevaru,Kharaharapriya,Rupaka,Thyagaraja,RamnadKrishnan,Album-010,08a-RaamaNeeSamaanamevaru.mp3,RamnadKrishnan/Album-010/08a-RaamaNeeSamaanamevaru.mp3,0:05:42,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
8,Raama Nee Samaanamevaru,Kharaharapriya,Rupaka,Thyagaraja,RamnadKrishnan,Album-010,08b-RaamaNeeSamaanamevaru.mp3,RamnadKrishnan/Album-010/08b-RaamaNeeSamaanamevaru.mp3,0:03:58,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
8,Raama Nee Samaanamevaru,Kharaharapriya,Rupaka,Thyagaraja,RamnadKrishnan,Album-010,08c-RaamaNeeSamaanamevaru.mp3,RamnadKrishnan/Album-010/08c-RaamaNeeSamaanamevaru.mp3,0:14:22,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
9,Slokam,Ragamalika,,,RamnadKrishnan,Album-010,09-Slokam.mp3,RamnadKrishnan/Album-010/09-Slokam.mp3,0:06:14,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
10,Neenaamaroopamulaku,Saurashtram,Adi,Thyagaraja,RamnadKrishnan,Album-010,10-Neenaamaroopamulaku.mp3,RamnadKrishnan/Album-010/10-Neenaamaroopamulaku.mp3,0:00:13,Ramnad Krishnan,Vocal,,Thirupparkadal S Veeraraghavan,,,,Ramnad V Raghavan,,,,,,,,,,Agathiar Illam,,
1,Ninnu Joochi Dhanyudaiti,Saurashtram,Adi,Patnam Subramania Iyer,RamnadKrishnan,Album-011,1-NinnuJoochiDhanyudaiti.mp3,RamnadKrishnan/Album-011/1-NinnuJoochiDhanyudaiti.mp3,0:05:33,Ramnad Krishnan,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat R Raghu,,,,,,,,,,,,
2,Ema Ninne Nee Mahima,Mukhari,Adi,Subbaraya Sastri,RamnadKrishnan,Album-011,2a-EmaNinneNeeMahima.mp3,RamnadKrishnan/Album-011/2a-EmaNinneNeeMahima.mp3,0:05:00,Ramnad Krishnan,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat R Raghu,,,,,,,,,,,,
2,Ema Ninne Nee Mahima,Mukhari,Adi,Subbaraya Sastri,RamnadKrishnan,Album-011,2b-EmaNinneNeeMahima.mp3,RamnadKrishnan/Album-011/2b-EmaNinneNeeMahima.mp3,0:03:07,Ramnad Krishnan,Vocal,,Tiruvalangadu N Sundaresa Iyer,,,,Palghat R Raghu,,,,,,,,,,,,
