Trk,Song,Ragam,Thalam,Composer,Musician,ConcertFolder,FileName,RelativePath,Duration,MainArtist,Type,VocalSupport,Violin,Veena,Flute,Nagasvaram,Mridangam,Tavil,Khanjira,Ghatam,Morsing,Konnakkol,Dholak,Tabla,Narration,Date,Venue,Info,Comments
1,Sree Mahaaganapatiravatu Maam,Gaula,Misra Chapu,Muttusvami Dikshitar,AKCNatarajan,Album-001,01-SreeMahaaganapatiravatuMaam.mp3,AKCNatarajan/Album-001/01-SreeMahaaganapatiravatuMaam.mp3,0:14:49,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
2,Gaanamoorte,Ganamoorti,Adi,?,AKCNatarajan,Album-001,02-Gaanamoorte.mp3,AKCNatarajan/Album-001/02-Gaanamoorte.mp3,0:06:30,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
3,Paahi Jagajjanani Santatam,Vachaspati,Adi,Svati Tirunal,AKCNatarajan,Album-001,03-PaahiJagajjananiSantatam.mp3,AKCNatarajan/Album-001/03-PaahiJagajjananiSantatam.mp3,0:32:26,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
4,Jaanakeeramana Bhaktapaarijaata,Suddhaseemantini,Adi,Thyagaraja,AKCNatarajan,Album-001,04-JaanakeeramanaBhaktapaarijaata.mp3,AKCNatarajan/Album-001/04-JaanakeeramanaBhaktapaarijaata.mp3,0:06:09,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
5,Elaa Needayaraadu,Atana,Adi,Thyagaraja,AKCNatarajan,Album-001,05-ElaaNeedayaraadu.mp3,AKCNatarajan/Album-001/05-ElaaNeedayaraadu.mp3,0:15:19,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
6,Evarani,Devamrutavarshini,Adi,Thyagaraja,AKCNatarajan,Album-001,06-Evarani.mp3,AKCNatarajan/Album-001/06-Evarani.mp3,0:11:20,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
7,Saamagaana Priye,Anandabhairavi,Adi,Periasami Thooran,AKCNatarajan,Album-001,07-SaamagaanaPriye.mp3,AKCNatarajan/Album-001/07-SaamagaanaPriye.mp3,0:22:20,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
8,Paalvadiyum Mugam,Nattakuranji,Adi,Oottukkadu Venkatasubbayyar,AKCNatarajan,Album-001,08-PaalvadiyumMugam.mp3,AKCNatarajan/Album-001/08-PaalvadiyumMugam.mp3,0:05:46,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
9,Maamava Pattaabhiraama,Manirang,Misra Chapu,Muttusvami Dikshitar,AKCNatarajan,Album-001,09-MaamavaPattaabhiraama.mp3,AKCNatarajan/Album-001/09-MaamavaPattaabhiraama.mp3,0:07:56,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
10,Bhaavayaami Raghuraamam,Ragamalika,Rupaka,Svati Tirunal,AKCNatarajan,Album-001,10-BhaavayaamiRaghuraamam.mp3,AKCNatarajan/Album-001/10-BhaavayaamiRaghuraamam.mp3,0:14:36,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
11,Chinnanchirukkiliye,Ragamalika,Adi (Tisra),Subrahmanya Bharati,AKCNatarajan,Album-001,11-Chinnanchirukkiliye.mp3,AKCNatarajan/Album-001/11-Chinnanchirukkiliye.mp3,0:07:58,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
12,Taamaraippootta,Hindustanigandhari,Adi,Tiruchi G Thyagarajan,AKCNatarajan,Album-001,12-Taamaraippootta.mp3,AKCNatarajan/Album-001/12-Taamaraippootta.mp3,0:04:36,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
13,English Note,,,Harikesanallur L Muthayya Bhagavatar,AKCNatarajan,Album-001,13-EnglishNote.mp3,AKCNatarajan/Album-001/13-EnglishNote.mp3,0:02:12,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
1,Pranamaamyaham,Gaula,Adi,Mysore Vasudevacharya,AKCNatarajan,Album-002,1-Pranamaamyaham.mp3,AKCNatarajan/Album-002/1-Pranamaamyaham.mp3,0:12:40,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
2,Saarasaaksha,Pantuvarali,Adi,Svati Tirunal,AKCNatarajan,Album-002,2-Saarasaaksha.mp3,AKCNatarajan/Album-002/2-Saarasaaksha.mp3,0:22:01,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
3,Raama Neeve,Narayani,Adi,Thyagaraja,AKCNatarajan,Album-002,3-RaamaNeeve.mp3,AKCNatarajan/Album-002/3-RaamaNeeve.mp3,0:13:49,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
4,Nijadaasavarada,Kalyani,Adi,Patnam Subramania Iyer,AKCNatarajan,Album-002,4a-Nijadaasavarada.mp3,AKCNatarajan/Album-002/4a-Nijadaasavarada.mp3,0:12:59,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
4,Nijadaasavarada,Kalyani,Adi,Patnam Subramania Iyer,AKCNatarajan,Album-002,4b-Nijadaasavarada.mp3,AKCNatarajan/Album-002/4b-Nijadaasavarada.mp3,0:16:26,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
5,Raamaabhiraama Ramaneeya Naama,Darbar,Misra Chapu,Thyagaraja,AKCNatarajan,Album-002,5-RaamaabhiraamaRamaneeyaNaama.mp3,AKCNatarajan/Album-002/5-RaamaabhiraamaRamaneeyaNaama.mp3,0:12:24,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
6,Ragam,Bhairavi,,,AKCNatarajan,Album-002,6-Ragam.mp3,AKCNatarajan/Album-002/6-Ragam.mp3,0:27:52,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
7,Maadhava Maamava,Neelambari,Adi,Narayana Teertha,AKCNatarajan,Album-002,7-MaadhavaMaamava.mp3,AKCNatarajan/Album-002/7-MaadhavaMaamava.mp3,0:08:06,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
1,Jnaanavinaayakane,Gambhiranattai,Adi,Saravanabhavananda,AKCNatarajan,Album-003,01-Jnaanavinaayakane.mp3,AKCNatarajan/Album-003/01-Jnaanavinaayakane.mp3,0:06:56,A K C Natarajan,Clarinet,,M Chandrasekaran,,,,?,,,,,,,,,,,,
2,Emani Pogadudura,Veeravasantam,Adi,Thyagaraja,AKCNatarajan,Album-003,02-EmaniPogadudura.mp3,AKCNatarajan/Album-003/02-EmaniPogadudura.mp3,0:03:31,A K C Natarajan,Clarinet,,M Chandrasekaran,,,,?,,,,,,,,,,,,
3,Kaaranam Kettu Vaadi,Poorvikalyani,Adi,Gopalakrishna Bharati,AKCNatarajan,Album-003,03-KaaranamKettuVaadi.mp3,AKCNatarajan/Album-003/03-KaaranamKettuVaadi.mp3,0:13:52,A K C Natarajan,Clarinet,,M Chandrasekaran,,,,?,,,,,,,,,,,,
4,?,Kalyani,Adi,?,AKCNatarajan,Album-003,04a.mp3,AKCNatarajan/Album-003/04a.mp3,0:21:17,A K C Natarajan,Clarinet,,M Chandrasekaran,,,,?,,,,,,,,,,,,
4,?,Kalyani,Adi,?,AKCNatarajan,Album-003,04b.mp3,AKCNatarajan/Album-003/04b.mp3,0:21:15,A K C Natarajan,Clarinet,,M Chandrasekaran,,,,?,,,,,,,,,,,,
5,Naada Loludai,Kalyanavasantam,Rupaka,Thyagaraja,AKCNatarajan,Album-003,05-NaadaLoludai.mp3,AKCNatarajan/Album-003/05-NaadaLoludai.mp3,0:20:27,A K C Natarajan,Clarinet,,M Chandrasekaran,,,,?,,,,,,,,,,,,
6,RTP,Todi,Adi,,AKCNatarajan,Album-003,06a-RTP-Todi.mp3,AKCNatarajan/Album-003/06a-RTP-Todi.mp3,0:13:21,A K C Natarajan,Clarinet,,M Chandrasekaran,,,,?,,,,,,,,,,,,
6,RTP,Todi,Adi,,AKCNatarajan,Album-003,06b-RTP-Todi.mp3,AKCNatarajan/Album-003/06b-RTP-Todi.mp3,0:24:58,A K C Natarajan,Clarinet,,M Chandrasekaran,,,,?,,,,,,,,,,,,
7,Alaipaayude,Kaanada,Adi,Oottukkadu Venkatasubbayyar,AKCNatarajan,Album-003,07-Alaipaayude.mp3,AKCNatarajan/Album-003/07-Alaipaayude.mp3,0:06:09,A K C Natarajan,Clarinet,,M Chandrasekaran,,,,?,,,,,,,,,,,,
8,Kandan Karunai,Karnatakadevagandhari,Adi,N S Chidambaram,AKCNatarajan,Album-003,08-KandanKarunai.mp3,AKCNatarajan/Album-003/08-KandanKarunai.mp3,0:05:49,A K C Natarajan,Clarinet,,M Chandrasekaran,,,,?,,,,,,,,,,,,
9,?,?,Adi,?,AKCNatarajan,Album-003,09.mp3,AKCNatarajan/Album-003/09.mp3,0:06:33,A K C Natarajan,Clarinet,,M Chandrasekaran,,,,?,,,,,,,,,,,,
10,Chinnanchirukkiliye,Ragamalika,Adi (Tisra),Subrahmanya Bharati,AKCNatarajan,Album-003,10-Chinnanchirukkiliye.mp3,AKCNatarajan/Album-003/10-Chinnanchirukkiliye.mp3,0:07:46,A K C Natarajan,Clarinet,,M Chandrasekaran,,,,?,,,,,,,,,,,,
11,Tillana,Kapi,Adi (Tisra),Lalgudi G Jayaraman,AKCNatarajan,Album-003,11-Tillana.mp3,AKCNatarajan/Album-003/11-Tillana.mp3,0:03:45,A K C Natarajan,Clarinet,,M Chandrasekaran,,,,?,,,,,,,,,,,,
1,Endaro Mahaanubhaavulu,Sree,Adi,Thyagaraja,AKCNatarajan,Album-004,01-EndaroMahaanubhaavulu.mp3,AKCNatarajan/Album-004/01-EndaroMahaanubhaavulu.mp3,0:13:50,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
2,Tera Teeyagaraadaa,Gaulipantu,Adi,Thyagaraja,AKCNatarajan,Album-004,02-TeraTeeyagaraadaa.mp3,AKCNatarajan/Album-004/02-TeraTeeyagaraadaa.mp3,0:05:07,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
3,Akhilaandesvari,Dvijavanti,Adi,Muttusvami Dikshitar,AKCNatarajan,Album-004,03-Akhilaandesvari.mp3,AKCNatarajan/Album-004/03-Akhilaandesvari.mp3,0:08:40,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
4,Vara Naarada Naaraayana,Vijayasree,Adi,Thyagaraja,AKCNatarajan,Album-004,04-VaraNaaradaNaaraayana.mp3,AKCNatarajan/Album-004/04-VaraNaaradaNaaraayana.mp3,0:05:25,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
5,?,Ragamalika,,,AKCNatarajan,Album-004,05.mp3,AKCNatarajan/Album-004/05.mp3,0:20:29,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
6,Naan Oru Vilaiyaattu Bommaiyaa,Navarasakannada,Adi,Papanasam Sivan,AKCNatarajan,Album-004,06-NaanOruVilaiyaattuBommaiyaa.mp3,AKCNatarajan/Album-004/06-NaanOruVilaiyaattuBommaiyaa.mp3,0:03:51,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
7,Bhaja Govindam,?,Adi,Sankara,AKCNatarajan,Album-004,07-BhajaGovindam.mp3,AKCNatarajan/Album-004/07-BhajaGovindam.mp3,0:13:08,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
8,Chinnanchirukkiliye,Ragamalika,Adi (Tisra),Subrahmanya Bharati,AKCNatarajan,Album-004,08-Chinnanchirukkiliye.mp3,AKCNatarajan/Album-004/08-Chinnanchirukkiliye.mp3,0:05:39,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
9,Uyyaalaloogavayya,Neelambari,Khanda Chapu,Thyagaraja,AKCNatarajan,Album-004,09-Uyyaalaloogavayya.mp3,AKCNatarajan/Album-004/09-Uyyaalaloogavayya.mp3,0:02:49,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
10,Seetaakalyaana Vaibhogame,Kurinji,Khanda Chapu,Thyagaraja,AKCNatarajan,Album-004,10-SeetaakalyaanaVaibhogame.mp3,AKCNatarajan/Album-004/10-SeetaakalyaanaVaibhogame.mp3,0:03:39,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
11,Kalyaana Roopaaya,Mohanam,Adi (Tisra),Senkalipuram Anantarama Dikshitar,AKCNatarajan,Album-004,11-12-KalyaanaRoopaaya-EnglishNote.mp3,AKCNatarajan/Album-004/11-12-KalyaanaRoopaaya-EnglishNote.mp3,0:03:12,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
12,English Note,,,Harikesanallur L Muthayya Bhagavatar,AKCNatarajan,Album-004,11-12-KalyaanaRoopaaya-EnglishNote.mp3,AKCNatarajan/Album-004/11-12-KalyaanaRoopaaya-EnglishNote.mp3,0:03:12,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
13,Naadabindukalaadi,Senjurutti,Khanda Jhampa,Arunagirinathar,AKCNatarajan,Album-004,13-Naadabindukalaadi.mp3,AKCNatarajan/Album-004/13-Naadabindukalaadi.mp3,0:01:16,A K C Natarajan,Clarinet,,,,,,,,,,,,,,,,,,
1,Chalamela Jesevuraa Sarasaku Raa Raa,Sankarabharanam,Ata,Svati Tirunal,AlathoorBrothers,Album-001,01-ChalamelaJesevuraaSarasakuRaaRaa.mp3,AlathoorBrothers/Album-001/01-ChalamelaJesevuraaSarasakuRaaRaa.mp3,0:07:58,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
2,Etula Brotuvo,Chakravakam,Misra Chapu,Thyagaraja,AlathoorBrothers,Album-001,02-EtulaBrotuvo.mp3,AlathoorBrothers/Album-001/02-EtulaBrotuvo.mp3,0:10:40,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
3,Saraseeruhaananaa,Mukhari,Adi,Thyagaraja,AlathoorBrothers,Album-001,03-Saraseeruhaananaa.mp3,AlathoorBrothers/Album-001/03-Saraseeruhaananaa.mp3,0:13:58,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
4,Endukittu Chapalamu,Mandari,Misra Chapu,Patnam Subramania Iyer,AlathoorBrothers,Album-001,04-EndukittuChapalamu.mp3,AlathoorBrothers/Album-001/04-EndukittuChapalamu.mp3,0:13:34,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
5,Daasuko Valenaa,Todi,Jhampa,Thyagaraja,AlathoorBrothers,Album-001,05-DaasukoValenaa.mp3,AlathoorBrothers/Album-001/05-DaasukoValenaa.mp3,0:31:45,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
6,Evari Maata,Kambhoji,Adi,Thyagaraja,AlathoorBrothers,Album-001,06a-EvariMaata.mp3,AlathoorBrothers/Album-001/06a-EvariMaata.mp3,0:13:53,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
6,Evari Maata,Kambhoji,Adi,Thyagaraja,AlathoorBrothers,Album-001,06b-EvariMaata.mp3,AlathoorBrothers/Album-001/06b-EvariMaata.mp3,0:36:01,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
7,Padavinee Sadbhaktiyu,Salakabhairavi,Adi,Thyagaraja,AlathoorBrothers,Album-001,07-PadavineeSadbhaktiyu.mp3,AlathoorBrothers/Album-001/07-PadavineeSadbhaktiyu.mp3,0:06:05,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
8,RTP,Saveri,Triputa,,AlathoorBrothers,Album-001,08a-RTP-Saveri.mp3,AlathoorBrothers/Album-001/08a-RTP-Saveri.mp3,0:17:06,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
8,RTP,Saveri,Triputa,,AlathoorBrothers,Album-001,08b-RTP-Saveri.mp3,AlathoorBrothers/Album-001/08b-RTP-Saveri.mp3,0:15:16,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
9,Paniyinum,Senjurutti,?,?,AlathoorBrothers,Album-001,09-Paniyinum.mp3,AlathoorBrothers/Album-001/09-Paniyinum.mp3,0:02:50,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
10,Nanrudaiyaanai,?,Triputa,Jnanasambandar,AlathoorBrothers,Album-001,10.mp3,AlathoorBrothers/Album-001/10.mp3,0:03:08,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
11,Chandrasekharaa,Sindhubhairavi,Adi,Anai-Ayya,AlathoorBrothers,Album-001,11-Chandrasekharaa.mp3,AlathoorBrothers/Album-001/11-Chandrasekharaa.mp3,0:04:15,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
12,Tillana,?,?,?,AlathoorBrothers,Album-001,12-Tillana.mp3,AlathoorBrothers/Album-001/12-Tillana.mp3,0:01:03,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
13,Neenaamaroopamulaku,Saurashtram,Adi,Thyagaraja,AlathoorBrothers,Album-001,13-Neenaamaroopamulaku.mp3,AlathoorBrothers/Album-001/13-Neenaamaroopamulaku.mp3,0:00:39,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,T N Krishnan,,,,Palghat T S Mani Iyer,,Pudukkottai D Swaminatha Pillai,,,,,,,,,,
1,Sarasijanaabha Ninnu Sannuti Jesenuraa,Kambhoji,Ata,Thanjavur Vadivelu,AlathoorBrothers,Album-002,01-SarasijanaabhaNinnuSannutiJesenuraa.mp3,AlathoorBrothers/Album-002/01-SarasijanaabhaNinnuSannutiJesenuraa.mp3,0:06:24,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
2,Dudukugala,Gaula,Adi,Thyagaraja,AlathoorBrothers,Album-002,02-Dudukoogala.mp3,AlathoorBrothers/Album-002/02-Dudukoogala.mp3,0:08:39,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
3,Dinamani Vamsa,Harikambhoji,Adi,Thyagaraja,AlathoorBrothers,Album-002,03-DinamaniVamsa.mp3,AlathoorBrothers/Album-002/03-DinamaniVamsa.mp3,0:19:18,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
4,Kanulaara Kanti,Dhanyasi,Rupaka,Walajahpet Venkataramana Bhagavatar,AlathoorBrothers,Album-002,04-KanulaaraKanti.mp3,AlathoorBrothers/Album-002/04-KanulaaraKanti.mp3,0:16:19,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
5,Kaaruvelpulu,Kalyani,Adi,Thyagaraja,AlathoorBrothers,Album-002,05a-Kaaruvelpulu.mp3,AlathoorBrothers/Album-002/05a-Kaaruvelpulu.mp3,0:16:37,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
5,Kaaruvelpulu,Kalyani,Adi,Thyagaraja,AlathoorBrothers,Album-002,05b-Kaaruvelpulu.mp3,AlathoorBrothers/Album-002/05b-Kaaruvelpulu.mp3,0:18:37,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
6,Ninne Namminaanu,Todi,Misra Chapu,Syama Sastri,AlathoorBrothers,Album-002,06a-NinneNamminaanu.mp3,AlathoorBrothers/Album-002/06a-NinneNamminaanu.mp3,0:20:47,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
6,Ninne Namminaanu,Todi,Misra Chapu,Syama Sastri,AlathoorBrothers,Album-002,06b-NinneNamminaanu.mp3,AlathoorBrothers/Album-002/06b-NinneNamminaanu.mp3,0:21:55,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
7,Sree Maatas Sivavaamaanke,Begada,Adi,Muttusvami Dikshitar,AlathoorBrothers,Album-002,07-SreeMaatasSivavaamaanke.mp3,AlathoorBrothers/Album-002/07-SreeMaatasSivavaamaanke.mp3,0:11:38,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
8,Tulasee Bilva,Kedaragaula,Adi,Thyagaraja,AlathoorBrothers,Album-002,08-TulaseeBilva.mp3,AlathoorBrothers/Album-002/08-TulaseeBilva.mp3,0:23:34,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
9,Karuna Joodavayya,Saranga,Adi,Thyagaraja,AlathoorBrothers,Album-002,09-KarunaJoodavayya.mp3,AlathoorBrothers/Album-002/09-KarunaJoodavayya.mp3,0:05:43,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
10,Etlaa Dorakitivo,Vasanta,Adi,Thyagaraja,AlathoorBrothers,Album-002,10-EtlaaDorakitivo.mp3,AlathoorBrothers/Album-002/10-EtlaaDorakitivo.mp3,0:04:25,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
11,RTP,Bhairavi,Khanda Triputa,,AlathoorBrothers,Album-002,11a-RTP-Bhairavi.mp3,AlathoorBrothers/Album-002/11a-RTP-Bhairavi.mp3,0:34:29,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
11,RTP,Bhairavi,Khanda Triputa,,AlathoorBrothers,Album-002,11b-RTP-Bhairavi.mp3,AlathoorBrothers/Album-002/11b-RTP-Bhairavi.mp3,0:21:19,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
12,Udayavargal,Kuntalavarali,Adi,Arunagirinathar,AlathoorBrothers,Album-002,12-Udayavargal.mp3,AlathoorBrothers/Album-002/12-Udayavargal.mp3,0:01:15,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
13,Malasai Kopam,Jonpuri,Adi,?,AlathoorBrothers,Album-002,13-MalasaiKopam.mp3,AlathoorBrothers/Album-002/13-MalasaiKopam.mp3,0:03:07,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
14,Pittam Teliya,Senjurutti,Rupaka,Gopalakrishna Bharati,AlathoorBrothers,Album-002,14-PittamTeliya.mp3,AlathoorBrothers/Album-002/14-PittamTeliya.mp3,0:04:18,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
15,Chidambarame,Nadanamakriya,Adi,Gopalakrishna Bharati,AlathoorBrothers,Album-002,15-Chidambarame.mp3,AlathoorBrothers/Album-002/15-Chidambarame.mp3,0:04:35,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
16,Itu Saahasamulu,Saindhavi,Adi,Svati Tirunal,AlathoorBrothers,Album-002,16-ItuSaahasamulu.mp3,AlathoorBrothers/Album-002/16-ItuSaahasamulu.mp3,0:02:13,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
17,Neenaamaroopamulaku,Saurashtram,Adi,Thyagaraja,AlathoorBrothers,Album-002,17-Neenaamaroopamulaku.mp3,AlathoorBrothers/Album-002/17-Neenaamaroopamulaku.mp3,0:00:15,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Mayavaram V R Govindaraja Pillai,,,,Nagercoil S Ganesa Iyer,,,,,,,,,,,,
1,Chalamela Jesevayya,Nattakuranji,Adi,Srirangam Moolaiveettu Rangasvami Nattuvanaar,AlathoorBrothers,Album-003,01-ChalamelaJesevayya.mp3,AlathoorBrothers/Album-003/01-ChalamelaJesevayya.mp3,0:05:23,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
2,Jagadaanandakaaraka,Nattai,Adi,Thyagaraja,AlathoorBrothers,Album-003,02-Jagadaanandakaaraka.mp3,AlathoorBrothers/Album-003/02-Jagadaanandakaaraka.mp3,0:07:55,Alathoor V Sivasubramania Iyer & Alathoor S Srinivasa Iyer,Vocal,,Lalgudi G Jayaraman,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
